,date,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,country,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
471,2024-08-06,3,2,3,1,0,0,0,0,1,3,24,3,,,,"(0, 0, 2)",Netherlands,,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 1)",,,,"(0, 1, 0)","(1, 0, 1)",,,"(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,,
472,2024-08-06,2,1,1,1,1,0,4,1,0,6,12,15,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)",,,,,,,,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,
473,2024-08-06,1,1,4,0,0,1,6,4,8,3,18,54,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(2, 0, 0)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
474,2024-08-06,3,0,2,4,0,3,1,0,1,21,15,6,,,,"(1, 0, 2)",Ireland,,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
475,2024-08-06,1,3,0,3,5,1,2,2,1,27,12,15,,,,,New Zealand,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,
476,2024-08-06,3,3,0,3,3,2,0,0,2,24,18,6,"(1, 1, 1)",,,"(2, 1, 0)",Hungary,,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
477,2024-08-06,1,2,0,3,3,2,2,1,2,24,9,15,,"(0, 0, 1)",,"(2, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
478,2024-08-06,2,0,1,3,3,1,1,3,0,21,9,12,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
479,2024-08-06,0,2,1,0,0,1,2,5,6,3,9,39,,"(1, 1, 2)","(0, 0, 1)",,Brazil,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,,,,,,,,,
480,2024-08-06,0,2,1,2,2,3,2,0,2,21,9,12,"(1, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
481,2024-08-06,1,0,1,2,1,2,1,1,1,15,6,9,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,
482,2024-08-06,2,0,1,2,0,3,0,0,2,15,9,6,,"(0, 0, 1)",,,Belgium,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2024-08-06,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2024-08-06,2,0,0,2,0,1,0,0,1,9,6,3,,,,,Philippines,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
485,2024-08-06,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2024-08-06,1,0,0,1,0,0,2,0,0,3,3,6,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
487,2024-08-06,1,1,1,1,4,1,0,3,0,18,9,9,,"(0, 2, 1)",,,Israel,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
488,2024-08-06,1,1,4,1,3,5,0,2,1,27,18,9,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,
489,2024-08-06,0,0,2,0,1,0,1,2,4,3,6,21,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
490,2024-08-06,1,2,1,1,2,1,0,0,0,12,12,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
491,2024-08-06,1,1,4,1,1,5,0,0,1,21,18,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
492,2024-08-06,1,1,1,0,0,1,1,1,3,3,9,15,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
493,2024-08-06,1,1,2,1,1,2,0,0,0,12,12,0,,,,,Kenya,,,,,,,,,,,,,,"(1, 1, 2)",,,,,,,,,,,,,,,,,,,,,,,
494,2024-08-06,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2024-08-06,0,1,0,1,1,0,1,0,0,6,3,3,,,,,Chile,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
496,2024-08-06,1,0,0,0,1,0,1,1,0,3,3,6,,,,,Denmark,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,
497,2024-08-06,1,1,0,1,1,0,0,0,0,6,6,0,,,,,Saint Lucia,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
498,2024-08-06,1,0,0,1,1,0,0,1,0,6,3,3,,,,,Uganda,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
499,2024-08-06,1,0,2,1,0,4,0,0,2,15,9,6,,,,,Chinese Taipei,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
500,2024-08-06,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2024-08-06,1,0,1,1,0,1,0,0,0,6,6,0,,,,,Cuba,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,"(1, 0, 0)",,,,,,,,,,,,
502,2024-08-06,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
503,2024-08-06,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Algeria,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
506,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Bahrain,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
507,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Dominica,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
508,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
509,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Norway,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
510,2024-08-06,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,2024-08-06,0,2,1,0,3,1,0,1,0,12,9,3,,,,,Jamaica,,,,,,,,,,,,,,"(0, 3, 1)",,,,,,,,,,,,,,,,,,,,,,,
512,2024-08-06,0,0,1,0,1,0,0,2,3,3,3,15,,,,,DPR Korea,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
513,2024-08-06,0,1,0,0,2,1,0,1,1,9,3,6,,"(0, 1, 0)",,,Mexico,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2024-08-06,0,1,0,0,2,0,0,1,0,6,3,3,,,,,Ethiopia,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
515,2024-08-06,0,0,1,0,1,3,0,1,2,12,3,9,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
516,2024-08-06,0,0,1,0,1,0,0,1,2,3,3,9,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,
517,2024-08-06,0,0,1,0,1,1,0,1,0,6,3,3,,,,,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,
518,2024-08-06,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2024-08-06,0,1,0,0,1,1,0,0,1,6,3,3,,,,,Thailand,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
520,2024-08-06,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Armenia,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,2024-08-06,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Colombia,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,2024-08-06,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2024-08-06,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2024-08-06,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2024-08-06,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2024-08-06,0,0,3,0,0,3,0,0,0,9,9,0,,"(0, 0, 2)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
527,2024-08-06,0,0,2,0,0,2,0,0,0,6,6,0,,,,,Dominican Republic,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
528,2024-08-06,0,0,1,0,0,2,0,0,1,6,3,3,,,,,Lithuania,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
529,2024-08-06,0,0,2,0,0,2,0,0,0,6,6,0,,,,,Malaysia,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
530,2024-08-06,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Cabo Verde,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
533,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Grenada,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
535,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Indonesia,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
536,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,,,,IR Iran,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,
537,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2024-08-06,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2024-08-07,9,12,15,1,3,1,0,2,0,15,108,6,"(2, 1, 1)",,"(0, 2, 1)","(8, 13, 7)",United States,"(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(6, 7, 6)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 0, 1)",,,,,,,,,,
540,2024-08-07,12,8,6,3,2,1,1,0,0,18,78,3,,"(0, 0, 1)",,"(2, 3, 7)",China,,,,"(5, 1, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 1)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(0, 1, 0)",,,,,"(0, 1, 2)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 1, 0)",,,,,,,,
541,2024-08-07,5,6,3,0,0,2,0,1,0,6,42,3,,,"(2, 0, 0)","(7, 8, 3)",Australia,"(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(1, 1, 4)",,"(1, 0, 0)",,"(1, 0, 0)","(1, 1, 0)",,,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,
542,2024-08-07,9,10,12,1,0,0,0,1,1,3,93,6,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)",France,"(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)","(0, 1, 1)",,"(0, 1, 0)","(1, 0, 1)",,,,,,"(0, 0, 1)",,,,,,,,
543,2024-08-07,5,14,5,0,0,2,2,0,3,6,72,15,,,"(0, 0, 1)","(1, 4, 0)",Great Britain,"(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 2, 1)",,,"(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 2, 1)",,,,,,,,,,,,,
544,2024-08-07,5,2,3,1,2,2,12,8,7,15,30,81,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",Korea,,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,"(1, 0, 0)",,,,,,,,
545,2024-08-07,10,3,4,0,1,1,0,0,1,6,51,3,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",Japan,,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,
546,2024-08-07,3,7,7,1,0,0,9,10,8,3,51,81,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 0, 1)",,"(1, 0, 1)",,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,
547,2024-08-07,3,2,3,1,0,0,0,0,1,3,24,3,,,,"(0, 0, 2)",Netherlands,,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 1)",,,,"(0, 1, 0)","(2, 0, 1)",,,"(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,,
548,2024-08-07,2,1,2,1,1,0,4,1,0,6,15,15,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)",,,,,,"(0, 0, 1)",,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,
549,2024-08-07,1,1,4,0,0,1,6,4,9,3,18,57,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(2, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
550,2024-08-07,3,0,2,4,0,3,1,0,1,21,15,6,,,,"(1, 0, 2)",Ireland,,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
551,2024-08-07,1,3,0,3,6,1,2,3,1,30,12,18,,,,,New Zealand,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,"(0, 2, 0)",,,,,,,,,,,,,
552,2024-08-07,2,0,1,3,4,1,1,4,0,24,9,15,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,
553,2024-08-07,3,3,0,3,3,2,0,0,2,24,18,6,"(1, 1, 1)",,,"(2, 1, 0)",Hungary,,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
554,2024-08-07,1,2,0,3,3,2,2,1,2,24,9,15,,"(0, 0, 1)",,"(2, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
555,2024-08-07,1,2,1,3,2,3,2,0,2,24,12,12,"(1, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
556,2024-08-07,0,2,2,0,0,1,2,5,7,3,12,42,,"(1, 1, 2)","(0, 0, 2)",,Brazil,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,,,,,,,,,
557,2024-08-07,1,1,4,1,0,0,0,0,1,3,18,3,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(1, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,"(0, 0, 1)",,,,,,,,,,,
558,2024-08-07,1,0,1,2,1,3,1,1,2,18,6,12,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
559,2024-08-07,2,0,2,2,1,2,0,1,0,15,12,3,,,,,Cuba,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,,"(1, 1, 1)",,,,,,,,,,,,
560,2024-08-07,2,1,0,2,1,0,0,0,0,9,9,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,
561,2024-08-07,2,0,1,2,0,3,0,0,2,15,9,6,,"(0, 0, 1)",,,Belgium,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2024-08-07,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,2024-08-07,2,0,0,2,0,2,0,0,2,12,6,6,,,,,Philippines,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
564,2024-08-07,1,0,0,1,0,0,2,0,0,3,3,6,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
565,2024-08-07,1,1,1,1,4,1,0,3,0,18,9,9,,"(0, 2, 1)",,,Israel,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
566,2024-08-07,1,3,1,0,0,1,1,3,3,3,15,21,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 1, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,
567,2024-08-07,1,2,1,1,3,1,0,1,0,15,12,3,,,,,Jamaica,,,,,,,,,,,,,,"(1, 3, 1)",,,,,,,,,,,,,,,,,,,,,,,
568,2024-08-07,0,0,2,0,1,0,1,2,4,3,6,21,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
569,2024-08-07,0,2,0,1,2,2,1,0,2,15,6,9,,,,,Thailand,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,"(0, 1, 1)",,"(1, 0, 0)",,,,,,,,
570,2024-08-07,1,2,1,1,2,1,0,0,0,12,12,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
571,2024-08-07,1,0,0,0,1,0,1,2,0,3,3,9,,,,,Denmark,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
572,2024-08-07,1,1,4,1,1,5,0,0,1,21,18,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
573,2024-08-07,0,0,1,1,1,4,1,1,3,18,3,15,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,
574,2024-08-07,0,0,1,1,1,3,1,1,2,15,3,12,,,,,Kenya,,,,,,,,,,,,,,"(1, 1, 3)",,,,,,,,,,,,,,,,,,,,,,,
575,2024-08-07,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2024-08-07,0,1,0,1,1,0,1,0,0,6,3,3,,,,,Chile,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
577,2024-08-07,1,0,0,0,1,0,1,1,0,3,3,6,,,,,Ecuador,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
578,2024-08-07,1,1,0,1,1,0,0,0,0,6,6,0,,,,,Saint Lucia,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
579,2024-08-07,1,0,0,1,1,0,0,1,0,6,3,3,,,,,Uganda,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
580,2024-08-07,1,0,2,1,0,4,0,0,2,15,9,6,,,,,Chinese Taipei,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
581,2024-08-07,1,0,1,1,0,2,0,0,1,9,6,3,,,,,IR Iran,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,"(0, 0, 1)",,,,,,,,
582,2024-08-07,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,2024-08-07,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
584,2024-08-07,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,2024-08-07,1,0,0,1,0,1,0,0,1,6,3,3,,,,,Norway,,,,,,,,,,,,,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
586,2024-08-07,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Algeria,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,2024-08-07,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
