,date,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,country,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
234,2024-08-02,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
235,2024-08-02,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
236,2024-08-02,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2024-08-02,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2024-08-02,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Uganda,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
239,2024-08-02,0,0,1,0,2,1,0,2,0,9,3,6,,"(0, 2, 1)",,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2024-08-02,0,1,0,0,2,1,0,1,1,9,3,6,,"(0, 1, 0)",,,Mexico,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2024-08-02,0,1,0,0,2,0,0,1,0,6,3,3,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2024-08-02,0,1,2,0,1,3,0,0,1,12,9,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,
243,2024-08-02,0,0,1,0,1,3,0,1,2,12,3,9,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
244,2024-08-02,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2024-08-02,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2024-08-02,0,1,0,0,1,1,0,0,1,6,3,3,"(0, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2024-08-02,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Ethiopia,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
248,2024-08-02,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2024-08-02,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2024-08-02,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2024-08-02,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2024-08-02,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2024-08-02,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-08-02,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2024-08-02,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2024-08-02,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2024-08-02,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2024-08-03,6,5,3,3,2,0,16,12,9,15,42,111,,"(0, 0, 1)",,"(1, 3, 5)",China,,,,"(4, 0, 0)",,"(0, 1, 0)","(4, 2, 1)","(0, 2, 1)",,"(2, 1, 0)","(1, 0, 0)",,,"(1, 0, 0)","(2, 1, 0)","(1, 1, 0)","(0, 1, 1)",,,,,,,,,,,,,,,,,,,,
259,2024-08-03,4,7,11,1,1,1,0,1,0,9,66,3,"(2, 1, 1)",,"(0, 1, 1)","(6, 12, 7)",United States,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 0, 1)","(1, 2, 0)","(3, 0, 4)","(0, 1, 0)",,"(0, 1, 0)",,"(1, 0, 1)","(1, 3, 3)",,"(0, 1, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
260,2024-08-03,8,8,7,1,0,0,0,1,1,3,69,6,"(1, 4, 1)","(2, 2, 6)",,"(4, 1, 1)",France,"(1, 1, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)",,"(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,
261,2024-08-03,2,5,1,0,0,1,0,1,0,3,24,3,,,,"(7, 6, 3)",Australia,"(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,"(1, 0, 0)",,"(1, 0, 0)","(0, 1, 0)",,,,,,,,,,,,,,,,,,
262,2024-08-03,5,8,3,0,0,1,2,0,2,3,48,12,,,,"(1, 4, 0)",Great Britain,"(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 0, 0)","(0, 0, 1)","(2, 0, 2)",,"(0, 1, 0)","(1, 0, 1)","(3, 2, 3)","(0, 0, 1)",,,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
263,2024-08-03,3,1,2,1,2,2,9,7,5,15,18,63,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",Korea,,,,,,"(4, 1, 0)","(3, 2, 0)",,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,
264,2024-08-03,6,3,2,0,1,1,0,0,1,6,33,3,"(1, 1, 2)","(3, 2, 3)","(2, 1, 0)","(0, 1, 0)",Japan,,,,,,,,"(2, 0, 0)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
265,2024-08-03,3,5,5,6,8,5,3,3,0,57,39,18,"(1, 2, 1)","(1, 0, 0)",,"(2, 0, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 2, 0)",,,"(0, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
266,2024-08-03,1,2,3,1,0,0,6,4,4,3,18,42,,,,"(0, 0, 2)",Netherlands,,,,,,,,,,,,,"(4, 3, 1)","(1, 0, 0)",,,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,,,,,,
267,2024-08-03,0,1,3,0,0,1,4,4,7,3,12,45,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)",,,"(0, 0, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,,,
268,2024-08-03,2,1,0,0,1,0,2,0,0,3,9,6,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 0)",,,,,"(0, 1, 0)",,,"(2, 0, 0)",,,,"(1, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
269,2024-08-03,2,0,1,3,3,1,1,3,0,21,9,12,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
270,2024-08-03,3,2,0,3,2,2,0,0,2,21,15,6,"(1, 1, 1)",,,"(2, 1, 0)",Hungary,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2024-08-03,3,0,1,3,0,2,0,0,1,15,12,3,,,,"(1, 0, 1)",Ireland,,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
272,2024-08-03,0,3,0,2,4,1,2,1,1,21,9,12,,,,,New Zealand,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
273,2024-08-03,1,0,1,2,1,1,1,1,0,12,6,6,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,
274,2024-08-03,2,0,1,2,0,2,0,0,1,12,9,3,,"(0, 0, 1)",,,Belgium,,"(2, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2024-08-03,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2024-08-03,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2024-08-03,0,2,0,0,0,1,1,4,5,3,6,30,,"(1, 1, 2)","(0, 0, 1)",,Brazil,,,,,,,,"(0, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
278,2024-08-03,1,1,1,1,4,1,0,3,0,18,9,9,,"(0, 2, 1)",,,Israel,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
279,2024-08-03,0,1,0,1,2,2,1,1,2,15,3,12,,"(0, 0, 1)",,"(1, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
280,2024-08-03,1,2,0,1,2,0,0,0,0,9,9,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2024-08-03,0,0,2,1,1,4,1,1,2,18,6,12,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,,,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
282,2024-08-03,1,0,3,1,1,3,0,1,0,15,12,3,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
283,2024-08-03,1,1,1,0,0,1,1,1,2,3,9,12,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2024-08-03,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2024-08-03,0,1,0,1,1,1,1,0,1,9,3,6,"(1, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2024-08-03,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2024-08-03,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
288,2024-08-03,0,0,1,1,0,1,1,0,0,6,3,3,,,,,Guatemala,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Argentina,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
290,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Dominica,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
291,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Ecuador,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
292,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Saint Lucia,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
293,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Norway,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
294,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Philippines,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,"(1, 0, 0)",,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2024-08-03,1,0,0,1,0,0,0,0,0,3,3,0,,,,,Uganda,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
298,2024-08-03,0,1,0,0,2,1,0,1,1,9,3,6,,"(0, 1, 0)",,,Mexico,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2024-08-03,0,1,0,0,2,0,0,1,0,6,3,3,,,,,DPR Korea,,,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2024-08-03,0,1,2,0,1,3,0,0,1,12,9,3,,"(0, 0, 1)",,"(0, 1, 0)",Greece,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,
301,2024-08-03,0,0,1,0,1,3,0,1,2,12,3,9,"(0, 0, 1)",,,,Poland,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
302,2024-08-03,0,0,1,0,1,1,0,1,0,6,3,3,,,,,Jamaica,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,
303,2024-08-03,0,1,1,0,1,1,0,0,0,6,6,0,,"(0, 1, 1)",,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2024-08-03,0,0,1,0,1,0,0,1,1,3,3,6,,,,,Türkiye,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2024-08-03,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Denmark,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2024-08-03,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Ethiopia,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
307,2024-08-03,0,1,0,0,1,0,0,0,0,3,3,0,,,,,Fiji,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2024-08-03,0,1,0,0,1,0,0,0,0,3,3,0,,"(0, 1, 0)",,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2024-08-03,0,1,0,0,1,0,0,0,0,3,3,0,"(0, 1, 0)",,,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2024-08-03,0,0,1,0,0,1,0,0,3,3,3,9,,,,,India,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2024-08-03,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2024-08-03,0,0,2,0,0,2,0,0,0,6,6,0,,"(0, 0, 2)",,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2024-08-03,0,0,1,0,0,2,0,0,1,6,3,3,,,,,Chinese Taipei,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
314,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,"(0, 0, 1)",,,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Grenada,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
317,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Lithuania,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
318,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,,"(0, 0, 1)",,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2024-08-03,0,0,1,0,0,1,0,0,0,3,3,0,,,,,Slovakia,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2024-08-04,7,9,12,1,1,1,0,1,0,9,84,3,"(2, 1, 1)",,"(0, 1, 1)","(8, 13, 7)",United States,"(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 2, 1)","(3, 0, 5)","(0, 1, 0)",,"(0, 1, 0)",,"(1, 0, 1)","(2, 3, 4)",,"(0, 1, 1)",,,"(0, 0, 1)",,"(1, 0, 0)",,,,,,,,,,,,,,,,
321,2024-08-04,9,7,3,3,2,0,19,15,11,15,57,135,,"(0, 0, 1)",,"(2, 3, 7)",China,,,,"(4, 0, 0)",,"(0, 1, 0)","(4, 2, 1)","(1, 4, 1)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 0, 0)","(2, 2, 0)","(1, 1, 0)","(0, 1, 1)",,,,,,,,,,,,,,,,,,,,
322,2024-08-04,8,8,10,1,0,0,0,1,1,3,78,6,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)",France,"(1, 1, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,,,,,,,,,,,,,,,,
323,2024-08-04,2,5,1,0,0,1,0,1,0,3,24,3,,,,"(7, 8, 3)",Australia,"(2, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 1, 2)",,"(1, 0, 0)",,"(1, 0, 0)","(0, 1, 0)",,,,,,,,,,,,,,,,,,
324,2024-08-04,5,9,4,0,0,1,2,0,3,3,54,15,,,,"(1, 4, 0)",Great Britain,"(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 1)","(3, 2, 3)","(0, 0, 1)",,,"(1, 0, 0)",,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,,
325,2024-08-04,4,1,3,1,2,2,10,7,7,15,24,72,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",Korea,,,,,,"(5, 1, 1)","(3, 2, 0)",,,"(0, 0, 1)",,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
326,2024-08-04,7,3,3,0,1,1,0,0,1,6,39,3,"(2, 1, 2)","(3, 2, 3)","(2, 1, 0)","(0, 1, 0)",Japan,,,,,,,,"(2, 0, 0)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,
327,2024-08-04,3,7,5,7,10,5,4,3,0,66,45,21,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)",Italy,"(1, 0, 0)","(0, 1, 0)",,,,,"(0, 2, 1)","(0, 1, 0)",,,,,"(0, 2, 0)",,,"(1, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
328,2024-08-04,1,2,3,1,0,0,6,5,4,3,18,45,,,,"(0, 0, 2)",Netherlands,,"(0, 1, 0)",,,,,,,,,,,"(4, 3, 1)","(1, 0, 0)",,,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,,,,,,
329,2024-08-04,2,1,0,0,1,0,3,1,0,3,9,12,,"(0, 1, 0)",,"(1, 0, 1)",Germany,"(0, 1, 0)",,,,,"(0, 1, 0)",,,"(3, 1, 0)",,,,"(1, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
330,2024-08-04,1,1,4,0,0,1,5,4,8,3,18,51,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",Canada,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
331,2024-08-04,3,3,0,3,3,2,0,0,2,24,18,6,"(1, 1, 1)",,,"(2, 1, 0)",Hungary,,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
332,2024-08-04,2,0,1,3,3,1,1,3,0,21,9,12,,,,"(1, 0, 1)",Romania,,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
333,2024-08-04,3,0,2,3,0,3,0,0,1,18,15,3,,,,"(1, 0, 2)",Ireland,,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,
334,2024-08-04,0,3,0,2,4,1,2,1,1,21,9,12,,,,,New Zealand,,,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
335,2024-08-04,0,2,0,2,3,2,2,1,2,21,6,15,,"(0, 0, 1)",,"(2, 0, 0)",Sweden,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
336,2024-08-04,0,1,1,2,1,3,2,0,2,18,6,12,"(1, 0, 1)",,,,Ukraine,,,,,,,"(0, 1, 0)",,,,,,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
337,2024-08-04,1,0,1,2,1,1,1,1,0,12,6,6,,"(1, 0, 0)",,,Croatia,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)",,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,
338,2024-08-04,2,0,1,2,0,3,0,0,2,15,9,6,,"(0, 0, 1)",,,Belgium,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2024-08-04,1,0,0,2,0,2,1,0,2,12,3,9,"(2, 0, 0)",,,"(0, 0, 2)","Hong Kong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2024-08-04,2,0,0,2,0,0,0,0,0,6,6,0,,"(2, 0, 0)",,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2024-08-04,2,0,0,2,0,0,0,0,0,6,6,0,,,,,Philippines,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2024-08-04,1,0,0,1,0,0,2,0,0,3,3,6,,,,,Serbia,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
343,2024-08-04,0,2,0,0,0,1,1,4,5,3,6,30,,"(1, 1, 2)","(0, 0, 1)",,Brazil,,,,,,,,"(0, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
344,2024-08-04,1,1,1,1,4,1,0,3,0,18,9,9,,"(0, 2, 1)",,,Israel,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
345,2024-08-04,1,1,4,1,2,5,0,1,1,24,18,6,,"(0, 0, 1)",,,Spain,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,,,,,,,,,,,,,,,,
346,2024-08-04,1,2,1,1,2,1,0,0,0,12,12,0,,"(1, 2, 0)",,,Georgia,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
347,2024-08-04,0,0,2,1,1,4,1,1,2,18,6,12,,,,"(0, 0, 1)",Switzerland,,,,,,,"(1, 0, 1)",,,,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
348,2024-08-04,1,1,1,0,0,1,1,1,2,3,9,12,,"(1, 0, 1)",,,Kazakhstan,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2024-08-04,0,0,2,1,1,2,1,1,0,12,6,6,,,,"(1, 1, 0)",South Africa,,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2024-08-04,1,0,1,1,0,2,0,0,1,9,6,3,,,,,Chinese Taipei,,,,,,,"(0, 0, 1)",,,,,,,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
351,2024-08-04,0,0,2,1,0,2,1,0,0,9,6,3,,"(1, 0, 2)",,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2024-08-04,0,0,1,1,0,0,1,0,1,3,3,6,"(0, 0, 1)",,,,Czechia,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
