,date,country,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
448,2024-08-05,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2024-08-05,India,0,0,1,0,0,3,0,0,1,3,1,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2024-08-05,Tajikistan,0,0,3,0,0,3,0,0,0,3,3,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
451,2024-08-05,Dominican Republic,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
452,2024-08-05,Lithuania,0,0,1,0,0,2,0,0,1,2,1,1,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
453,2024-08-05,Malaysia,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
454,2024-08-05,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,2024-08-05,Austria,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2024-08-05,Cabo Verde,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
457,2024-08-05,Cuba,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
458,2024-08-05,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2024-08-05,Grenada,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
460,2024-08-05,Indonesia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
461,2024-08-05,Portugal,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2024-08-05,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2024-08-06,United States,8,10,14,24,31,31,15,17,16,86,32,48,"(2, 1, 1)",,"(0, 1, 1)","(8, 13, 7)","(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(5, 5, 6)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,
464,2024-08-06,China,11,8,6,22,21,16,8,11,9,59,25,28,,"(0, 0, 1)",,"(2, 3, 7)",,,,"(5, 1, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 1)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(0, 1, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,
465,2024-08-06,Australia,2,6,2,14,12,9,12,5,6,35,10,23,,,"(1, 0, 0)","(7, 8, 3)","(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(0, 1, 2)",,"(1, 0, 0)",,"(1, 0, 0)","(0, 1, 0)",,,,"(0, 1, 0)","(0, 0, 1)",,,,,,,,,,,,,
466,2024-08-06,France,9,9,10,13,16,19,3,6,8,48,28,17,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)","(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)",,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,,
467,2024-08-06,Great Britain,5,12,5,12,15,19,5,3,9,46,22,17,,,"(0, 0, 1)","(1, 4, 0)","(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 1, 1)",,,"(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 1, 0)",,,,,,,,,,,,,
468,2024-08-06,Korea,4,2,3,11,8,7,6,4,2,26,9,12,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
469,2024-08-06,Japan,9,3,4,11,6,12,2,2,6,29,16,10,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,"(1, 0, 1)",,,,,,,,,,,,
470,2024-08-06,Italy,3,7,6,9,10,7,5,3,1,26,16,9,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)","(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 0, 1)",,"(1, 0, 1)",,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,
471,2024-08-06,Netherlands,3,2,3,8,5,6,4,3,2,19,8,9,,,,"(0, 0, 2)",,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 1)",,,,"(0, 1, 0)","(1, 0, 1)",,,"(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,,
472,2024-08-06,Germany,2,1,1,8,5,4,1,2,3,17,4,6,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)",,,,,,,,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,
473,2024-08-06,Canada,1,1,4,6,4,8,5,3,3,18,6,11,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(2, 0, 0)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
474,2024-08-06,Ireland,3,0,2,4,0,3,1,0,1,7,5,2,,,,"(1, 0, 2)",,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
475,2024-08-06,New Zealand,1,3,0,3,5,1,2,2,1,9,4,5,,,,,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,
476,2024-08-06,Hungary,3,3,0,3,3,2,0,0,2,8,6,2,"(1, 1, 1)",,,"(2, 1, 0)",,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
477,2024-08-06,Sweden,1,2,0,3,3,2,2,1,2,8,3,5,,"(0, 0, 1)",,"(2, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
478,2024-08-06,Romania,2,0,1,3,3,1,1,3,0,7,3,4,,,,"(1, 0, 1)",,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,,,,,,,,,,,
479,2024-08-06,Brazil,0,2,1,2,5,6,2,3,4,13,3,9,,"(1, 1, 2)","(0, 0, 1)",,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,,,,,,,,,
480,2024-08-06,Ukraine,0,2,1,2,2,3,2,0,2,7,3,4,"(1, 0, 1)",,,,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
481,2024-08-06,Croatia,1,0,1,2,1,2,1,1,1,5,2,3,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,
482,2024-08-06,Belgium,2,0,1,2,0,3,0,0,2,5,3,2,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2024-08-06,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2024-08-06,Philippines,2,0,0,2,0,1,0,0,1,3,2,1,,,,,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
485,2024-08-06,Azerbaijan,2,0,0,2,0,0,0,0,0,2,2,0,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2024-08-06,Serbia,1,0,0,2,0,0,0,0,0,2,1,0,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
487,2024-08-06,Israel,1,1,1,1,4,1,0,3,0,6,3,3,,"(0, 2, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
488,2024-08-06,Spain,1,1,4,1,3,5,0,2,1,9,6,3,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,,,
489,2024-08-06,Switzerland,0,0,2,1,2,4,1,1,2,7,2,4,,,,"(0, 0, 1)",,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,
490,2024-08-06,Georgia,1,2,1,1,2,1,0,0,0,4,4,0,,"(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
491,2024-08-06,Greece,1,1,4,1,1,5,0,0,1,7,6,1,,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
492,2024-08-06,Kazakhstan,1,1,1,1,1,3,0,0,1,5,3,1,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
493,2024-08-06,Kenya,1,1,2,1,1,2,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,"(1, 1, 2)",,,,,,,,,,,,,,,,,,,,,,,
494,2024-08-06,South Africa,0,0,2,1,1,2,1,1,0,4,2,2,,,,"(1, 1, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2024-08-06,Chile,0,1,0,1,1,0,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
496,2024-08-06,Denmark,1,0,0,1,1,0,0,0,0,2,1,0,,,,,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,
497,2024-08-06,Saint Lucia,1,1,0,1,1,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
498,2024-08-06,Uganda,1,0,0,1,1,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
499,2024-08-06,Chinese Taipei,1,0,2,1,0,4,0,0,2,5,3,2,,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
500,2024-08-06,Uzbekistan,0,0,2,1,0,2,1,0,0,3,2,1,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2024-08-06,Cuba,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,"(1, 0, 0)",,,,,,,,,,,,
502,2024-08-06,Czechia,0,0,1,1,0,1,0,0,0,2,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,
503,2024-08-06,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2024-08-06,Algeria,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2024-08-06,Argentina,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,
506,2024-08-06,Bahrain,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
507,2024-08-06,Dominica,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
508,2024-08-06,Ecuador,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
509,2024-08-06,Norway,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
510,2024-08-06,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,2024-08-06,Jamaica,0,2,1,0,3,1,0,1,0,4,3,1,,,,,,,,,,,,,,,,,,"(0, 3, 1)",,,,,,,,,,,,,,,,,,,,,,,
512,2024-08-06,DPR Korea,0,0,1,0,2,3,0,1,2,5,1,3,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
513,2024-08-06,Mexico,0,1,0,0,2,1,0,1,1,3,1,2,,"(0, 1, 0)",,,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2024-08-06,Ethiopia,0,1,0,0,2,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
515,2024-08-06,Poland,0,0,1,0,1,3,0,1,2,4,1,3,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,
516,2024-08-06,Türkiye,0,0,1,0,1,2,0,0,1,3,1,1,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,
517,2024-08-06,Kyrgyzstan,0,0,1,0,1,1,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,
518,2024-08-06,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,2024-08-06,Thailand,0,1,0,0,1,1,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
520,2024-08-06,Armenia,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,2024-08-06,Colombia,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,2024-08-06,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2024-08-06,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2024-08-06,Tunisia,0,1,0,0,1,0,0,0,0,1,1,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2024-08-06,India,0,0,1,0,0,3,0,0,1,3,1,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2024-08-06,Tajikistan,0,0,3,0,0,3,0,0,0,3,3,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
527,2024-08-06,Dominican Republic,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
528,2024-08-06,Lithuania,0,0,1,0,0,2,0,0,1,2,1,1,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
529,2024-08-06,Malaysia,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
530,2024-08-06,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2024-08-06,Austria,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2024-08-06,Cabo Verde,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
533,2024-08-06,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,2024-08-06,Grenada,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
535,2024-08-06,Indonesia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,
536,2024-08-06,IR Iran,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,
537,2024-08-06,Portugal,0,0,1,0,0,1,0,0,0,1,1,0,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2024-08-06,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,2024-08-07,United States,9,12,15,27,35,32,17,18,16,94,36,51,"(2, 1, 1)",,"(0, 2, 1)","(8, 13, 7)","(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(6, 7, 6)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 0, 1)",,,,,,,,,,
540,2024-08-07,China,12,8,6,25,23,17,9,13,10,65,26,32,,"(0, 0, 1)",,"(2, 3, 7)",,,,"(5, 1, 0)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(3, 1, 0)","(1, 0, 0)",,,"(1, 1, 1)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(0, 1, 0)",,,,,"(0, 1, 2)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(0, 1, 0)",,,,,,,,
541,2024-08-07,Australia,5,6,3,18,12,11,13,5,6,41,14,24,,,"(2, 0, 0)","(7, 8, 3)","(3, 0, 0)","(1, 0, 0)",,,,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(1, 1, 4)",,"(1, 0, 0)",,"(1, 0, 0)","(1, 1, 0)",,,,"(0, 1, 0)","(1, 0, 1)",,,,,,,,,,,,,
542,2024-08-07,France,9,10,12,13,17,21,3,6,8,51,31,17,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)","(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 1)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 0, 1)","(0, 1, 1)",,"(0, 1, 0)","(1, 0, 1)",,,,,,"(0, 0, 1)",,,,,,,,
543,2024-08-07,Great Britain,5,14,5,12,17,20,5,3,10,49,24,18,,,"(0, 0, 1)","(1, 4, 0)","(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 2, 1)",,,"(1, 0, 0)",,"(0, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 2, 1)",,,,,,,,,,,,,
544,2024-08-07,Korea,5,2,3,12,8,7,6,4,2,27,10,12,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,"(1, 0, 0)",,,,,,,,
545,2024-08-07,Japan,10,3,4,12,6,13,2,2,7,31,17,11,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,
546,2024-08-07,Italy,3,7,7,9,10,8,5,3,1,27,17,9,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)","(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 0, 1)",,"(1, 0, 1)",,,"(1, 0, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,
547,2024-08-07,Netherlands,3,2,3,9,5,6,5,3,2,20,8,10,,,,"(0, 0, 2)",,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 1)",,,,"(0, 1, 0)","(2, 0, 1)",,,"(1, 0, 0)",,"(1, 0, 0)",,,,,,,,,,,,,
548,2024-08-07,Germany,2,1,2,8,5,5,1,2,3,18,5,6,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(0, 1, 0)",,,,,,"(0, 0, 1)",,"(1, 0, 0)",,"(0, 0, 1)",,,,,,,,,,,,,
549,2024-08-07,Canada,1,1,4,6,4,9,5,3,4,19,6,12,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(2, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
550,2024-08-07,Ireland,3,0,2,4,0,3,1,0,1,7,5,2,,,,"(1, 0, 2)",,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
551,2024-08-07,New Zealand,1,3,0,3,6,1,2,3,1,10,4,6,,,,,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,"(0, 2, 0)",,,,,,,,,,,,,
552,2024-08-07,Romania,2,0,1,3,4,1,1,4,0,8,3,5,,,,"(1, 0, 1)",,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,
553,2024-08-07,Hungary,3,3,0,3,3,2,0,0,2,8,6,2,"(1, 1, 1)",,,"(2, 1, 0)",,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
554,2024-08-07,Sweden,1,2,0,3,3,2,2,1,2,8,3,5,,"(0, 0, 1)",,"(2, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 1, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
555,2024-08-07,Ukraine,1,2,1,3,2,3,2,0,2,8,4,4,"(1, 0, 1)",,,,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
556,2024-08-07,Brazil,0,2,2,2,5,7,2,3,4,14,4,9,,"(1, 1, 2)","(0, 0, 2)",,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,,,,,,,,,
557,2024-08-07,Spain,1,1,4,2,3,6,0,2,1,11,6,3,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,"(1, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,"(0, 0, 1)",,,,,,,,,,,
