,date,country,men_gold,men_silver,men_bronze,total_gold,total_silver,total_bronze,women_gold,women_silver,women_bronze,total_medals,men_total,women_total,Fencing,Judo,Skateboarding,Swimming,Canoe Slalom,Cycling Road,Cycling Mountain Bike,Diving,Rugby Sevens,Archery,Shooting,Artistic Gymnastics,Equestrian,Table Tennis,Cycling BMX Freestyle,Triathlon,Rowing,Athletics,Badminton,Tennis,Trampoline Gymnastics,Cycling BMX Racing,Sailing,Boxing,Golf,3x3 Basketball,Surfing,Cycling Track,Wrestling,Artistic Swimming,Weightlifting,Sport Climbing,Taekwondo,Canoe Sprint,Marathon Swimming,Hockey,Football,Volleyball,Breaking,Rhythmic Gymnastics,Beach Volleyball
676,2024-08-08,Slovenia,1,0,0,1,0,0,0,0,0,1,1,0,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,2024-08-08,DPR Korea,0,0,1,0,2,4,0,1,3,6,1,4,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,,,,,,,
678,2024-08-08,Türkiye,0,0,1,0,2,3,0,1,2,5,1,3,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,"(0, 1, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
679,2024-08-08,Mexico,0,1,1,0,2,2,0,1,1,4,2,2,,"(0, 1, 0)",,,,,,"(0, 1, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,2024-08-08,Armenia,0,2,1,0,2,1,0,0,0,3,3,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,
681,2024-08-08,Ethiopia,0,1,0,0,2,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
682,2024-08-08,India,0,1,2,0,1,4,0,0,1,5,3,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,
683,2024-08-08,Kyrgyzstan,0,0,3,0,1,3,0,1,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 3)",,,,,,,,,,,,
684,2024-08-08,Lithuania,0,1,1,0,1,2,0,0,1,3,2,1,,,,,,,,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,
685,2024-08-08,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,2024-08-08,Portugal,0,1,0,0,1,1,0,0,1,2,1,1,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,
687,2024-08-08,Tunisia,0,1,1,0,1,1,0,0,0,2,2,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
688,2024-08-08,Colombia,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,2024-08-08,Cyprus,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
690,2024-08-08,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,2024-08-08,Jordan,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,
692,2024-08-08,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,2024-08-08,Tajikistan,0,0,3,0,0,3,0,0,0,3,3,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
694,2024-08-08,Dominican Republic,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
695,2024-08-08,Grenada,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
696,2024-08-08,Malaysia,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
697,2024-08-08,Republic of Moldova,0,0,2,0,0,2,0,0,0,2,2,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,2024-08-08,Cabo Verde,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
699,2024-08-08,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,2024-08-08,EOR,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
701,2024-08-08,Peru,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
702,2024-08-08,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,2024-08-08,Zambia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
704,2024-08-09,United States,11,15,19,33,39,39,21,19,19,111,45,59,"(2, 1, 1)",,"(0, 2, 1)","(8, 13, 7)","(0, 0, 1)","(1, 0, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)","(0, 1, 1)","(1, 3, 1)","(3, 1, 6)","(0, 1, 0)",,"(0, 1, 0)","(0, 1, 0)","(1, 0, 1)","(11, 10, 8)",,"(0, 1, 1)",,,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 1, 2)","(0, 1, 0)","(1, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 1)",,,
705,2024-08-09,China,15,10,7,33,27,23,14,15,15,83,32,44,,"(0, 0, 1)",,"(2, 3, 7)",,,,"(7, 2, 1)",,"(0, 1, 0)","(5, 2, 3)","(2, 5, 2)",,"(4, 1, 0)","(1, 0, 0)",,,"(1, 1, 2)","(2, 3, 0)","(1, 1, 0)","(0, 1, 1)",,,"(2, 2, 0)",,,,,"(0, 1, 4)","(1, 0, 0)","(3, 0, 0)","(0, 2, 0)","(0, 1, 1)","(2, 0, 0)",,"(0, 1, 0)",,,"(0, 0, 1)",,
706,2024-08-09,Australia,5,8,5,18,16,14,13,7,7,48,18,27,,,"(2, 0, 0)","(7, 8, 3)","(3, 0, 0)","(1, 0, 0)",,"(0, 1, 0)",,,"(0, 0, 1)",,"(0, 1, 0)",,"(0, 0, 1)",,"(0, 0, 1)","(1, 1, 4)",,"(1, 0, 0)",,"(1, 0, 0)","(1, 1, 0)","(0, 0, 2)",,,"(0, 1, 0)","(1, 1, 1)",,,,,,"(0, 1, 1)","(0, 1, 0)",,,,,,
707,2024-08-09,Japan,11,4,4,16,8,13,5,2,7,37,19,14,"(2, 1, 2)","(3, 2, 3)","(2, 2, 0)","(0, 1, 0)",,,,,,,,"(3, 0, 1)","(0, 0, 1)","(0, 0, 1)",,,,,"(0, 0, 2)",,,,"(0, 1, 0)",,"(0, 0, 1)",,,,"(5, 0, 2)",,,"(0, 1, 0)",,,,,,,"(1, 0, 0)",,
708,2024-08-09,Great Britain,6,14,7,14,20,23,6,6,11,57,27,23,,,"(0, 0, 1)","(1, 4, 0)","(0, 2, 2)","(0, 1, 0)","(1, 0, 0)","(0, 1, 3)",,,"(1, 1, 0)","(0, 0, 2)","(2, 0, 3)",,"(0, 1, 0)","(1, 0, 2)","(3, 2, 3)","(1, 4, 2)",,,"(1, 0, 0)",,"(1, 0, 1)","(0, 0, 1)","(0, 1, 0)",,,"(1, 3, 3)",,,,"(1, 0, 0)",,,,,,,,,
709,2024-08-09,France,10,12,13,14,20,22,3,7,8,56,35,18,"(1, 4, 2)","(2, 2, 6)",,"(4, 1, 2)","(1, 2, 0)","(0, 1, 1)","(1, 1, 0)",,"(1, 0, 0)","(0, 1, 1)","(0, 1, 0)",,"(0, 1, 1)","(0, 0, 2)","(0, 0, 1)","(1, 0, 1)",,,,,,"(1, 1, 1)","(0, 1, 1)","(0, 2, 1)",,"(0, 1, 0)","(1, 0, 1)","(1, 0, 0)",,,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,
710,2024-08-09,Korea,5,2,3,13,8,7,7,4,2,28,10,13,"(2, 1, 0)","(0, 2, 3)",,"(0, 0, 1)",,,,,,"(5, 1, 1)","(3, 3, 0)",,,"(0, 0, 1)",,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,"(2, 0, 0)",,,,,,,,
711,2024-08-09,Netherlands,5,2,3,13,6,10,7,4,6,29,10,17,,,,"(0, 0, 2)",,"(0, 1, 0)",,,,,,,"(0, 0, 1)",,,,"(4, 3, 1)","(1, 0, 3)",,,,"(0, 1, 0)","(2, 0, 2)",,,"(1, 0, 0)",,"(2, 1, 1)",,,,,,,"(1, 0, 0)","(2, 0, 0)",,,,,
712,2024-08-09,Germany,4,3,2,12,9,8,3,4,6,29,9,13,,"(0, 1, 0)",,"(1, 0, 1)","(0, 1, 1)",,,,,"(0, 1, 0)",,,"(4, 1, 0)",,,"(1, 0, 0)","(1, 0, 1)","(1, 2, 1)",,,,,,"(0, 0, 1)",,"(1, 0, 0)",,"(0, 0, 1)",,,,,,"(2, 1, 1)","(0, 1, 0)","(0, 1, 0)","(0, 0, 1)",,,"(1, 0, 0)",
713,2024-08-09,Italy,3,8,10,11,12,13,6,4,3,36,21,13,"(1, 3, 1)","(1, 0, 0)",,"(2, 1, 2)","(1, 0, 0)","(0, 1, 0)",,,,,"(1, 2, 1)","(1, 1, 1)",,,,,"(0, 2, 0)","(0, 1, 2)",,"(1, 0, 1)",,,"(2, 0, 0)",,,,,"(1, 0, 1)",,,"(0, 0, 1)",,"(0, 0, 1)","(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",
714,2024-08-09,Canada,2,1,4,7,6,11,5,5,6,24,7,16,"(0, 0, 1)","(1, 0, 0)",,"(3, 2, 3)",,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 1, 0)","(3, 0, 1)",,"(0, 0, 1)","(0, 0, 1)",,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(0, 1, 0)"
715,2024-08-09,New Zealand,1,3,0,6,7,2,5,4,1,15,4,10,,,,,"(1, 0, 0)",,,,"(1, 0, 0)",,,,,,,"(0, 1, 0)","(1, 2, 1)","(0, 1, 0)",,,,,"(0, 1, 1)",,,,,"(1, 2, 0)",,,,,,"(2, 0, 0)",,,,,,,
716,2024-08-09,Hungary,4,4,1,5,5,5,1,1,4,15,9,6,"(1, 1, 1)",,,"(2, 1, 0)",,,,,,,"(0, 0, 1)",,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,"(1, 0, 0)","(0, 2, 2)","(1, 0, 1)",,,,,,
717,2024-08-09,Uzbekistan,4,0,3,5,0,3,1,0,0,8,7,1,,"(1, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(3, 0, 0)",,,,,"(0, 0, 1)",,,,"(1, 0, 0)",,,,,,,,
718,2024-08-09,Spain,3,1,6,4,3,8,0,2,1,15,10,3,,"(0, 0, 1)",,,"(0, 0, 1)",,,,,,,,,,,,,"(2, 1, 1)",,"(0, 1, 1)",,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,"(0, 0, 1)",,,,"(0, 0, 2)",,,"(1, 0, 0)",,,,
719,2024-08-09,Ireland,3,0,2,4,0,3,1,0,1,7,5,2,,,,"(1, 0, 2)",,,,,,,,"(1, 0, 0)",,,,,"(1, 0, 1)",,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
720,2024-08-09,Brazil,0,3,4,3,6,9,3,3,4,18,7,10,,"(1, 1, 2)","(0, 0, 2)",,,,,,,,,"(1, 2, 1)",,,,,,"(0, 1, 1)",,,,,,"(0, 0, 1)",,,"(0, 1, 1)",,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,"(1, 0, 0)"
721,2024-08-09,Ukraine,1,3,2,3,4,4,2,1,2,11,6,5,"(1, 0, 1)",,,,,,,,,,"(0, 1, 0)","(0, 1, 0)",,,,,,"(1, 0, 2)",,,,,,"(1, 0, 0)",,,,,"(0, 1, 1)",,,,,"(0, 1, 0)",,,,,,,
722,2024-08-09,Sweden,1,3,0,3,4,3,2,1,2,10,4,5,,"(0, 0, 1)",,"(2, 0, 0)",,,"(0, 0, 1)",,,,"(0, 1, 0)",,,"(0, 2, 0)",,,,"(1, 0, 0)",,,,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,
723,2024-08-09,Romania,2,0,1,3,4,1,1,4,0,8,3,5,,,,"(1, 0, 1)",,,,,,,,,,,,,"(2, 3, 0)",,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,
724,2024-08-09,Bulgaria,3,0,2,3,1,3,0,1,1,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,"(2, 0, 0)",,"(1, 0, 1)",,"(0, 0, 1)",,,,,,,"(0, 1, 0)",
725,2024-08-09,Belgium,2,0,2,3,0,6,1,0,4,9,4,5,,"(0, 0, 1)",,,,"(2, 0, 2)",,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,
726,2024-08-09,IR Iran,2,3,1,2,4,2,0,1,1,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(2, 2, 1)",,,,"(0, 2, 1)",,,,,,,,
727,2024-08-09,Azerbaijan,2,2,1,2,2,1,0,0,0,5,5,0,,"(2, 0, 0)",,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,
728,2024-08-09,Croatia,1,0,1,2,1,3,1,1,2,6,2,4,,"(1, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,"(1, 0, 0)","(0, 0, 1)",,"(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,
729,2024-08-09,Cuba,2,0,3,2,1,3,0,1,0,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,,"(1, 1, 2)",,,,,,,,,,,,
730,2024-08-09,Kenya,0,0,1,2,1,3,2,1,2,6,1,5,,,,,,,,,,,,,,,,,,"(2, 1, 3)",,,,,,,,,,,,,,,,,,,,,,,
731,2024-08-09,Serbia,1,0,0,2,1,0,0,1,0,3,1,1,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,
732,2024-08-09,Austria,1,0,1,2,0,2,0,0,1,4,2,1,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,"(2, 0, 0)",,,,,,,,,"(0, 0, 1)",,,,,,,,,
733,2024-08-09,"Hong Kong, China",1,0,0,2,0,2,1,0,2,4,1,3,"(2, 0, 0)",,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,2024-08-09,Philippines,2,0,0,2,0,2,0,0,2,4,2,2,,,,,,,,,,,,"(2, 0, 0)",,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
735,2024-08-09,Czechia,1,0,1,2,0,1,0,0,0,3,2,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,
736,2024-08-09,Indonesia,2,0,0,2,0,1,0,0,1,3,2,1,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 0)","(1, 0, 0)",,,,,,,,,
737,2024-08-09,Algeria,2,0,0,2,0,0,0,0,0,2,2,0,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,
738,2024-08-09,Israel,1,1,1,1,4,1,0,3,0,6,3,3,,"(0, 2, 1)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,
739,2024-08-09,Kazakhstan,1,3,1,1,3,3,0,0,1,7,5,1,,"(1, 0, 1)",,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,"(0, 1, 1)",,,,,"(0, 1, 0)",,,,,,,,,,,,
740,2024-08-09,Jamaica,1,2,2,1,3,2,0,1,0,6,5,1,,,,,,,,,,,,,,,,,,"(1, 3, 2)",,,,,,,,,,,,,,,,,,,,,,,
741,2024-08-09,Thailand,0,3,0,1,3,2,1,0,2,6,3,3,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,"(0, 2, 1)",,"(1, 0, 0)",,,,,,,,
742,2024-08-09,Switzerland,0,0,2,1,2,5,1,1,3,8,2,5,,,,"(0, 0, 1)",,,,,,,"(1, 0, 1)",,"(0, 1, 0)",,,"(0, 1, 0)","(0, 0, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,"(0, 0, 1)"
743,2024-08-09,Denmark,1,0,2,1,2,2,0,1,0,5,3,1,,,,,,,,,,,,,"(0, 1, 0)",,,,,,"(1, 0, 0)",,,,"(0, 1, 0)",,,,,,"(0, 0, 1)",,,,"(0, 0, 1)",,,,,,,,
744,2024-08-09,South Africa,0,1,2,1,2,2,1,1,0,5,3,2,,,,"(1, 1, 0)",,,"(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
745,2024-08-09,Ecuador,1,0,0,1,2,1,0,1,1,4,1,2,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,"(0, 1, 0)",,"(0, 0, 1)",,,,,,,,,,
746,2024-08-09,Georgia,1,2,1,1,2,1,0,0,0,4,4,0,,"(1, 2, 0)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
747,2024-08-09,Greece,1,1,5,1,1,6,0,0,1,8,7,1,,"(0, 0, 1)",,"(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)","(1, 0, 1)",,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,
748,2024-08-09,Poland,0,0,1,1,1,5,1,1,4,7,1,6,"(0, 0, 1)",,,,"(0, 1, 0)",,,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,"(0, 0, 1)",,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,
749,2024-08-09,Argentina,1,0,0,1,1,1,0,0,1,3,1,1,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,"(0, 0, 1)",,,,,
750,2024-08-09,Norway,1,1,0,1,1,1,0,0,1,3,2,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
751,2024-08-09,Tunisia,1,1,1,1,1,1,0,0,0,3,3,0,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1, 0, 1)",,,,,,,,
752,2024-08-09,Bahrain,1,1,0,1,1,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
753,2024-08-09,Chile,0,1,0,1,1,0,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,
754,2024-08-09,Saint Lucia,1,1,0,1,1,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
755,2024-08-09,Slovenia,0,1,0,1,1,0,1,0,0,2,1,1,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
756,2024-08-09,Uganda,1,0,0,1,1,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(1, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,
757,2024-08-09,Chinese Taipei,1,0,2,1,0,5,0,0,3,6,3,3,,,,,,,,,,,"(0, 0, 1)","(0, 0, 1)",,,,,,,"(1, 0, 0)",,,,,"(0, 0, 2)",,,,,,,"(0, 0, 1)",,,,,,,,,,
758,2024-08-09,Dominican Republic,0,0,2,1,0,2,1,0,0,3,2,1,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,
759,2024-08-09,Guatemala,0,0,1,1,0,1,1,0,0,2,1,1,,,,,,,,,,,"(1, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,2024-08-09,Morocco,1,0,1,1,0,1,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,
761,2024-08-09,Botswana,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
762,2024-08-09,Dominica,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
763,2024-08-09,Pakistan,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(1, 0, 0)",,,,,,,,,,,,,,,,,,,,,,,
764,2024-08-09,Türkiye,0,0,1,0,3,3,0,2,2,6,1,4,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,,,,,,"(0, 2, 1)",,,,,"(0, 0, 1)",,,,,,,,,,,,
765,2024-08-09,Mexico,0,2,1,0,3,2,0,1,1,5,3,2,,"(0, 1, 0)",,,,,,"(0, 1, 1)",,"(0, 0, 1)",,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,
766,2024-08-09,Colombia,0,2,0,0,3,0,0,1,0,3,2,1,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,
767,2024-08-09,DPR Korea,0,0,1,0,2,4,0,1,3,6,1,4,,,,,,,,"(0, 1, 1)",,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 0, 1)",,,,,"(0, 0, 2)",,,,,,,,,,,,
768,2024-08-09,Lithuania,0,1,1,0,2,2,0,1,1,4,2,2,,,,,,,,,,,,,,,,,"(0, 0, 1)","(0, 1, 0)",,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,"(0, 1, 0)",,
769,2024-08-09,Armenia,0,2,1,0,2,1,0,0,0,3,3,0,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,"(0, 1, 1)",,,,,,,,,,,,
770,2024-08-09,Portugal,0,2,0,0,2,1,0,0,1,3,2,1,,"(0, 0, 1)",,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,
771,2024-08-09,Ethiopia,0,1,0,0,2,0,0,1,0,2,1,1,,,,,,,,,,,,,,,,,,"(0, 2, 0)",,,,,,,,,,,,,,,,,,,,,,,
772,2024-08-09,India,0,1,3,0,1,5,0,0,1,6,4,1,,,,,,,,,,,"(0, 0, 3)",,,,,,,"(0, 1, 0)",,,,,,,,,,,"(0, 0, 1)",,,,,,,"(0, 0, 1)",,,,,
773,2024-08-09,Kyrgyzstan,0,0,3,0,1,3,0,1,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 3)",,,,,,,,,,,,
774,2024-08-09,Republic of Moldova,0,0,3,0,1,3,0,1,0,4,3,1,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,"(0, 0, 1)",,,,,,,
775,2024-08-09,Kosovo,0,1,1,0,1,1,0,0,0,2,2,0,,"(0, 1, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,2024-08-09,Cyprus,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,
777,2024-08-09,Fiji,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,2024-08-09,Jordan,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0, 1, 0)",,,,,,,,
779,2024-08-09,Mongolia,0,1,0,0,1,0,0,0,0,1,1,0,,"(0, 1, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,2024-08-09,Tajikistan,0,0,3,0,0,3,0,0,0,3,3,0,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
781,2024-08-09,Grenada,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,,
782,2024-08-09,Malaysia,0,0,2,0,0,2,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,"(0, 0, 2)",,,,,,,,,,,,,,,,,,,,,,
783,2024-08-09,Cabo Verde,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
784,2024-08-09,Egypt,0,0,1,0,0,1,0,0,0,1,1,0,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2024-08-09,EOR,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,
786,2024-08-09,Peru,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
787,2024-08-09,Singapore,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,
788,2024-08-09,Slovakia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,2024-08-09,Zambia,0,0,1,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,"(0, 0, 1)",,,,,,,,,,,,,,,,,,,,,,,
